id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,change_reason,created_timestamp,year_filing_for
11692,SYNTHETIC SITE 02691,102691,,SYNTHETIC COMPANY 02691,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,47,82490,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11693,SYNTHETIC SITE 02692,102692,,SYNTHETIC COMPANY 02692,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,61,117047,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11694,SYNTHETIC SITE 02693,102693,,SYNTHETIC COMPANY 02693,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,27,49658,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11695,SYNTHETIC SITE 02694,102694,,SYNTHETIC COMPANY 02694,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,49,83081,1,0,4,2,0,28,8,6,0,0,0,0,0,,1/1/2025,2024
11696,SYNTHETIC SITE 02695,102695,,SYNTHETIC COMPANY 02695,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,95,157425,1,0,3,1,0,21,4,4,0,0,0,0,0,,1/1/2025,2024
11697,SYNTHETIC SITE 02696,102696,,SYNTHETIC COMPANY 02696,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,23,47533,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11698,SYNTHETIC SITE 02697,102697,,SYNTHETIC COMPANY 02697,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,243,362268,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11699,SYNTHETIC SITE 02698,102698,,SYNTHETIC COMPANY 02698,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,65,114880,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11700,SYNTHETIC SITE 02699,102699,,SYNTHETIC COMPANY 02699,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,71,151171,1,0,0,0,3,0,0,3,0,0,0,0,0,,1/1/2025,2024
11701,SYNTHETIC SITE 02700,102700,,SYNTHETIC COMPANY 02700,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,53,95726,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11702,SYNTHETIC SITE 02701,102701,,SYNTHETIC COMPANY 02701,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,148,269438,1,0,1,2,2,7,8,5,0,0,0,0,0,,1/1/2025,2024
11703,SYNTHETIC SITE 02702,102702,,SYNTHETIC COMPANY 02702,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,45,109759,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11704,SYNTHETIC SITE 02703,102703,,SYNTHETIC COMPANY 02703,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,110,172413,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11705,SYNTHETIC SITE 02704,102704,,SYNTHETIC COMPANY 02704,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,45,80297,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11706,SYNTHETIC SITE 02705,102705,,SYNTHETIC COMPANY 02705,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,80,158086,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11707,SYNTHETIC SITE 02706,102706,,SYNTHETIC COMPANY 02706,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,43,85866,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11708,SYNTHETIC SITE 02707,102707,,SYNTHETIC COMPANY 02707,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,25,43657,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11709,SYNTHETIC SITE 02708,102708,,SYNTHETIC COMPANY 02708,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,47,94577,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11710,SYNTHETIC SITE 02709,102709,,SYNTHETIC COMPANY 02709,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,70,145617,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11711,SYNTHETIC SITE 02710,102710,,SYNTHETIC COMPANY 02710,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,145,338892,1,0,2,3,5,14,12,10,0,0,0,0,0,,1/1/2025,2024
11712,SYNTHETIC SITE 02711,102711,,SYNTHETIC COMPANY 02711,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,3,5128,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11713,SYNTHETIC SITE 02712,102712,,SYNTHETIC COMPANY 02712,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,62,128823,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11714,SYNTHETIC SITE 02713,102713,,SYNTHETIC COMPANY 02713,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,38,55869,1,0,1,2,1,7,8,4,0,0,0,0,0,,1/1/2025,2024
11715,SYNTHETIC SITE 02714,102714,,SYNTHETIC COMPANY 02714,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,32,65290,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11716,SYNTHETIC SITE 02715,102715,,SYNTHETIC COMPANY 02715,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,244,56128300,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11717,SYNTHETIC SITE 02716,102716,,SYNTHETIC COMPANY 02716,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,41,78449,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11718,SYNTHETIC SITE 02717,102717,,SYNTHETIC COMPANY 02717,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,20,36310,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11719,SYNTHETIC SITE 02718,102718,,SYNTHETIC COMPANY 02718,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,16,28867,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11720,SYNTHETIC SITE 02719,102719,,SYNTHETIC COMPANY 02719,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,79,131941,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11721,SYNTHETIC SITE 02720,102720,,SYNTHETIC COMPANY 02720,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,131,218874,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11722,SYNTHETIC SITE 02721,102721,,SYNTHETIC COMPANY 02721,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,231,394313,1,0,2,4,4,14,16,10,0,0,0,0,0,,1/1/2025,2024
11723,SYNTHETIC SITE 02722,102722,,SYNTHETIC COMPANY 02722,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,30,49071,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11724,SYNTHETIC SITE 02723,102723,,SYNTHETIC COMPANY 02723,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,27,54670,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11725,SYNTHETIC SITE 02724,102724,,SYNTHETIC COMPANY 02724,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,7,14982,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11726,SYNTHETIC SITE 02725,102725,,SYNTHETIC COMPANY 02725,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,62,121142,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11727,SYNTHETIC SITE 02726,102726,,SYNTHETIC COMPANY 02726,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,60,113227,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11728,SYNTHETIC SITE 02727,102727,,SYNTHETIC COMPANY 02727,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,61,120901,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11729,SYNTHETIC SITE 02728,102728,,SYNTHETIC COMPANY 02728,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,19,31817,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11730,SYNTHETIC SITE 02729,102729,,SYNTHETIC COMPANY 02729,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,57,88918,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11731,SYNTHETIC SITE 02730,102730,,SYNTHETIC COMPANY 02730,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,52,87633,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11732,SYNTHETIC SITE 02731,102731,,SYNTHETIC COMPANY 02731,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,26,43834,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11733,SYNTHETIC SITE 02732,102732,,SYNTHETIC COMPANY 02732,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,31,67588,1,0,1,1,2,7,4,4,0,0,0,0,0,,1/1/2025,2024
11734,SYNTHETIC SITE 02733,102733,,SYNTHETIC COMPANY 02733,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,39,63827,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11735,SYNTHETIC SITE 02734,102734,,SYNTHETIC COMPANY 02734,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,8,13625,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11736,SYNTHETIC SITE 02735,102735,,SYNTHETIC COMPANY 02735,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,46,86169,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11737,SYNTHETIC SITE 02736,102736,,SYNTHETIC COMPANY 02736,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,96,135727,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11738,SYNTHETIC SITE 02737,102737,,SYNTHETIC COMPANY 02737,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,51,107843,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11739,SYNTHETIC SITE 02738,102738,,SYNTHETIC COMPANY 02738,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,16,30497,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11740,SYNTHETIC SITE 02739,102739,,SYNTHETIC COMPANY 02739,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,33,62341,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11741,SYNTHETIC SITE 02740,102740,,SYNTHETIC COMPANY 02740,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,28,51004,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11742,SYNTHETIC SITE 02741,102741,,SYNTHETIC COMPANY 02741,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,241,517771,1,0,3,4,6,21,16,13,0,0,0,0,0,,1/1/2025,2024
11743,SYNTHETIC SITE 02742,102742,,SYNTHETIC COMPANY 02742,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,246,518249,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11744,SYNTHETIC SITE 02743,102743,,SYNTHETIC COMPANY 02743,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,38,64089,1,0,0,0,2,0,0,2,0,0,0,0,0,,1/1/2025,2024
11745,SYNTHETIC SITE 02744,102744,,SYNTHETIC COMPANY 02744,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,249,495699,1,0,2,3,4,14,12,9,0,0,0,0,0,,1/1/2025,2024
11746,SYNTHETIC SITE 02745,102745,,SYNTHETIC COMPANY 02745,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,45,86470,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11747,SYNTHETIC SITE 02746,102746,,SYNTHETIC COMPANY 02746,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,93,202786,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11748,SYNTHETIC SITE 02747,102747,,SYNTHETIC COMPANY 02747,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,185,332154,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11749,SYNTHETIC SITE 02748,102748,,SYNTHETIC COMPANY 02748,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,40,89181,1,0,1,1,1,7,4,3,0,0,0,0,0,,1/1/2025,2024
11750,SYNTHETIC SITE 02749,102749,,SYNTHETIC COMPANY 02749,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,735,1189169,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11751,SYNTHETIC SITE 02750,102750,,SYNTHETIC COMPANY 02750,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,26,59192,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11752,SYNTHETIC SITE 02751,102751,,SYNTHETIC COMPANY 02751,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,24,43207,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11753,SYNTHETIC SITE 02752,102752,,SYNTHETIC COMPANY 02752,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,93,153491,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11754,SYNTHETIC SITE 02753,102753,,SYNTHETIC COMPANY 02753,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,223,473604,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11755,SYNTHETIC SITE 02754,102754,,SYNTHETIC COMPANY 02754,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,18,42357,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11756,SYNTHETIC SITE 02755,102755,,SYNTHETIC COMPANY 02755,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,129,212971,1,0,1,3,1,7,12,5,0,0,0,0,0,,1/1/2025,2024
11757,SYNTHETIC SITE 02756,102756,,SYNTHETIC COMPANY 02756,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,226,344950,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11758,SYNTHETIC SITE 02757,102757,,SYNTHETIC COMPANY 02757,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,14,21071,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11759,SYNTHETIC SITE 02758,102758,,SYNTHETIC COMPANY 02758,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,111,193125,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11760,SYNTHETIC SITE 02759,102759,,SYNTHETIC COMPANY 02759,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,81,161963,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11761,SYNTHETIC SITE 02760,102760,,SYNTHETIC COMPANY 02760,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,31,54476,1,0,1,0,0,7,0,1,0,0,0,0,0,,1/1/2025,2024
11762,SYNTHETIC SITE 02761,102761,,SYNTHETIC COMPANY 02761,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,441,782820,1,0,2,0,1,14,0,3,0,0,0,0,0,,1/1/2025,2024
11763,SYNTHETIC SITE 02762,102762,,SYNTHETIC COMPANY 02762,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,31,57610000,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11764,SYNTHETIC SITE 02763,102763,,SYNTHETIC COMPANY 02763,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,18,37496,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11765,SYNTHETIC SITE 02764,102764,,SYNTHETIC COMPANY 02764,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,112,211229,1,0,4,0,2,28,0,6,0,0,0,0,0,,1/1/2025,2024
11766,SYNTHETIC SITE 02765,102765,,SYNTHETIC COMPANY 02765,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,1935,3349449,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11767,SYNTHETIC SITE 02766,102766,,SYNTHETIC COMPANY 02766,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,938,1819839,1,0,5,3,3,35,12,11,0,0,0,0,0,,1/1/2025,2024
11768,SYNTHETIC SITE 02767,102767,,SYNTHETIC COMPANY 02767,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,54,101440,1,0,2,1,2,14,4,5,0,0,0,0,0,,1/1/2025,2024
11769,SYNTHETIC SITE 02768,102768,,SYNTHETIC COMPANY 02768,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,35,65043,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11770,SYNTHETIC SITE 02769,102769,,SYNTHETIC COMPANY 02769,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,29,56414,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11771,SYNTHETIC SITE 02770,102770,,SYNTHETIC COMPANY 02770,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,79,130309,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11772,SYNTHETIC SITE 02771,102771,,SYNTHETIC COMPANY 02771,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,77,149700,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11773,SYNTHETIC SITE 02772,102772,,SYNTHETIC COMPANY 02772,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,4,7690,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11774,SYNTHETIC SITE 02773,102773,,SYNTHETIC COMPANY 02773,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,456,846639,1,0,4,5,5,28,20,14,0,0,0,0,0,,1/1/2025,2024
11775,SYNTHETIC SITE 02774,102774,,SYNTHETIC COMPANY 02774,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,22,40540,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11776,SYNTHETIC SITE 02775,102775,,SYNTHETIC COMPANY 02775,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,91,123044,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11777,SYNTHETIC SITE 02776,102776,,SYNTHETIC COMPANY 02776,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,73,132006,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11778,SYNTHETIC SITE 02777,102777,,SYNTHETIC COMPANY 02777,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,188,278084,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11779,SYNTHETIC SITE 02778,102778,,SYNTHETIC COMPANY 02778,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,285,482795,1,0,1,0,2,7,0,3,0,0,0,0,0,,1/1/2025,2024
11780,SYNTHETIC SITE 02779,102779,,SYNTHETIC COMPANY 02779,1 Example Way,Nowhere,ZZ,00000,3115,2017,SYNTHETIC INDUSTRY,1,2,33,45253,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11781,SYNTHETIC SITE 02780,102780,,SYNTHETIC COMPANY 02780,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,36,78460,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11782,SYNTHETIC SITE 02781,102781,,SYNTHETIC COMPANY 02781,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,43,90445,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11783,SYNTHETIC SITE 02782,102782,,SYNTHETIC COMPANY 02782,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,36,77943,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11784,SYNTHETIC SITE 02783,102783,,SYNTHETIC COMPANY 02783,1 Example Way,Nowhere,ZZ,00000,3252,2017,SYNTHETIC INDUSTRY,1,2,22,42071,1,0,1,1,0,7,4,2,0,0,0,0,0,,1/1/2025,2024
11785,SYNTHETIC SITE 02784,102784,,SYNTHETIC COMPANY 02784,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,1829,3455785,1,0,4,1,3,28,4,8,0,0,0,0,0,,1/1/2025,2024
11786,SYNTHETIC SITE 02785,102785,,SYNTHETIC COMPANY 02785,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,42,85185,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11787,SYNTHETIC SITE 02786,102786,,SYNTHETIC COMPANY 02786,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,122,202365,1,0,1,2,4,7,8,7,0,0,0,0,0,,1/1/2025,2024
11788,SYNTHETIC SITE 02787,102787,,SYNTHETIC COMPANY 02787,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,83,142853,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11789,SYNTHETIC SITE 02788,102788,,SYNTHETIC COMPANY 02788,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,101,217067,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11790,SYNTHETIC SITE 02789,102789,,SYNTHETIC COMPANY 02789,1 Example Way,Nowhere,ZZ,00000,4841,2017,SYNTHETIC INDUSTRY,1,2,24,44601,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11791,SYNTHETIC SITE 02790,102790,,SYNTHETIC COMPANY 02790,1 Example Way,Nowhere,ZZ,00000,3251,2017,SYNTHETIC INDUSTRY,1,2,350,667536,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11792,SYNTHETIC SITE 02791,102791,,SYNTHETIC COMPANY 02791,1 Example Way,Nowhere,ZZ,00000,2361,2017,SYNTHETIC INDUSTRY,1,2,36,68749,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11793,SYNTHETIC SITE 02792,102792,,SYNTHETIC COMPANY 02792,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,18,33936,1,0,0,0,1,0,0,1,0,0,0,0,0,,1/1/2025,2024
11794,SYNTHETIC SITE 02793,102793,,SYNTHETIC COMPANY 02793,1 Example Way,Nowhere,ZZ,00000,3328,2017,SYNTHETIC INDUSTRY,1,2,18,33501,1,0,0,1,0,0,4,1,0,0,0,0,0,,1/1/2025,2024
11795,SYNTHETIC SITE 02794,102794,,SYNTHETIC COMPANY 02794,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,244,403578,1,0,0,0,2,0,0,2,0,0,0,0,0,,1/1/2025,2024
11796,SYNTHETIC SITE 02795,102795,,SYNTHETIC COMPANY 02795,1 Example Way,Nowhere,ZZ,00000,6221,2017,SYNTHETIC INDUSTRY,1,2,224,393308,1,0,1,2,5,7,8,8,0,0,0,0,0,,1/1/2025,2024
11797,SYNTHETIC SITE 02796,102796,,SYNTHETIC COMPANY 02796,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,107,208476,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
11798,SYNTHETIC SITE 02797,102797,,SYNTHETIC COMPANY 02797,1 Example Way,Nowhere,ZZ,00000,4451,2017,SYNTHETIC INDUSTRY,1,2,42,69943,2,0,0,0,0,0,0,0,0,0,0,0,0,,1/1/2025,2024
